,Collection,BrandLine,StyleCode,GridValue,Style,Region,Size,Color,Demand,Color_Base,Color_Finish,Is_Multicolor,OpticalOrSun,BrandName,Brand_Tier,Lookalike_ID,Date,Glasses,Sunglasses,Glasses_3m_avg,Sunglasses_3m_avg,Glasses_pct_change,Sunglasses_pct_change,Trend_acetate_frame_glasses,Trend_Calvin_Klein_frames,Trend_FSA_glasses,Trend_metal_frame_glasses,Trend_Lacoste_frames,Trend_Nike_frames,Shape,FrameType,Material,is_summer,is_holiday_season,is_insurance_reset,4m_demand
5523,LA,LACOSTE OPTICAL,L2271,5418004,L2271/54/BLACK/GREY,AMER,54,BLACK/GREY,19.0,black,shiny,1.0,Optical,Lacoste,Premium,Lacoste_black_46074,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93,Rectangle,Full,Metal,0,1,0,98.0
5524,LA,LACOSTE OPTICAL,L2271,5418004,L2271/54/BLACK/GREY,AMER,54,BLACK/GREY,27.0,black,shiny,1.0,Optical,Lacoste,Premium,Lacoste_black_46074,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67,Rectangle,Full,Metal,0,0,1,101.0
5525,LA,LACOSTE OPTICAL,L2271,5418004,L2271/54/BLACK/GREY,AMER,54,BLACK/GREY,21.0,black,shiny,1.0,Optical,Lacoste,Premium,Lacoste_black_46074,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66,Rectangle,Full,Metal,0,0,0,100.0
5526,LA,LACOSTE OPTICAL,L2271,5418004,L2271/54/BLACK/GREY,AMER,54,BLACK/GREY,22.0,black,shiny,1.0,Optical,Lacoste,Premium,Lacoste_black_46074,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62,Rectangle,Full,Metal,0,0,0,102.0
5527,LA,LACOSTE OPTICAL,L2271,5418004,L2271/54/BLACK/GREY,AMER,54,BLACK/GREY,28.0,black,shiny,1.0,Optical,Lacoste,Premium,Lacoste_black_46074,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63,Rectangle,Full,Metal,0,0,0,102.0
5532,KO,NIKE OPTICAL,NIKE 4307,5418007,NIKE 4307/54/SATIN B,AMER,54,SATIN B,170.0,blue,satin,0.0,Optical,Nike,Sport,Nike_blue_43418,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60,Rectangle,Full,Metal,0,0,0,748.0
5533,KO,NIKE OPTICAL,NIKE 4307,5418007,NIKE 4307/54/SATIN B,AMER,54,SATIN B,196.0,blue,satin,0.0,Optical,Nike,Sport,Nike_blue_43418,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58,Rectangle,Full,Metal,0,0,0,815.0
5534,KO,NIKE OPTICAL,NIKE 4307,5418007,NIKE 4307/54/SATIN B,AMER,54,SATIN B,167.0,blue,satin,0.0,Optical,Nike,Sport,Nike_blue_43418,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73,Rectangle,Full,Metal,0,1,0,892.0
5535,KO,NIKE OPTICAL,NIKE 4307,5418007,NIKE 4307/54/SATIN B,AMER,54,SATIN B,136.0,blue,satin,0.0,Optical,Nike,Sport,Nike_blue_43418,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93,Rectangle,Full,Metal,0,1,0,990.0
5536,KO,NIKE OPTICAL,NIKE 4307,5418007,NIKE 4307/54/SATIN B,AMER,54,SATIN B,249.0,blue,satin,0.0,Optical,Nike,Sport,Nike_blue_43418,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67,Rectangle,Full,Metal,0,0,1,912.0
5537,KO,NIKE OPTICAL,NIKE 4307,5418007,NIKE 4307/54/SATIN B,AMER,54,SATIN B,263.0,blue,satin,0.0,Optical,Nike,Sport,Nike_blue_43418,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66,Rectangle,Full,Metal,0,0,0,819.0
5538,KO,NIKE OPTICAL,NIKE 4307,5418007,NIKE 4307/54/SATIN B,AMER,54,SATIN B,244.0,blue,satin,0.0,Optical,Nike,Sport,Nike_blue_43418,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62,Rectangle,Full,Metal,0,0,0,777.0
5539,KO,NIKE OPTICAL,NIKE 4307,5418007,NIKE 4307/54/SATIN B,AMER,54,SATIN B,234.0,blue,satin,0.0,Optical,Nike,Sport,Nike_blue_43418,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63,Rectangle,Full,Metal,0,0,0,740.0
5544,KS,NIKE SUN,NIKE CRESCENT I EV24,5418010,NIKE CRESCENT I EV24,AMER,Unknown,,0.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKEV24017,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60,Rectangle,Full,Plastic,0,0,0,2.0
5545,KS,NIKE SUN,NIKE CRESCENT I EV24,5418010,NIKE CRESCENT I EV24,AMER,Unknown,,0.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKEV24017,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58,Rectangle,Full,Plastic,0,0,0,18.0
5546,KS,NIKE SUN,NIKE CRESCENT I EV24,5418010,NIKE CRESCENT I EV24,AMER,Unknown,,0.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKEV24017,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73,Rectangle,Full,Plastic,0,1,0,126.0
5547,KS,NIKE SUN,NIKE CRESCENT I EV24,5418010,NIKE CRESCENT I EV24,AMER,Unknown,,0.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKEV24017,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93,Rectangle,Full,Plastic,0,1,0,178.0
5548,KS,NIKE SUN,NIKE CRESCENT I EV24,5418010,NIKE CRESCENT I EV24,AMER,Unknown,,2.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKEV24017,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67,Rectangle,Full,Plastic,0,0,1,230.0
5549,KS,NIKE SUN,NIKE CRESCENT I EV24,5418010,NIKE CRESCENT I EV24,AMER,Unknown,,16.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKEV24017,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66,Rectangle,Full,Plastic,0,0,0,281.0
5550,KS,NIKE SUN,NIKE CRESCENT I EV24,5418010,NIKE CRESCENT I EV24,AMER,Unknown,,108.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKEV24017,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62,Rectangle,Full,Plastic,0,0,0,261.0
5551,KS,NIKE SUN,NIKE CRESCENT I EV24,5418010,NIKE CRESCENT I EV24,AMER,Unknown,,52.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKEV24017,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63,Rectangle,Full,Plastic,0,0,0,259.0
5556,KP,CALVIN KLEIN OPTICAL,CK20531,5418011,CK20531/54/MATTE BLA,AMER,54,MATTE BLA,0.0,black,matte,0.0,Optical,Calvin Klein,Premium,Calvin Klein_black_45119,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60,Rectangle,Full,Plastic,0,0,0,0.0
5557,KP,CALVIN KLEIN OPTICAL,CK20531,5418011,CK20531/54/MATTE BLA,AMER,54,MATTE BLA,0.0,black,matte,0.0,Optical,Calvin Klein,Premium,Calvin Klein_black_45119,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58,Rectangle,Full,Plastic,0,0,0,0.0
5558,KP,CALVIN KLEIN OPTICAL,CK20531,5418011,CK20531/54/MATTE BLA,AMER,54,MATTE BLA,0.0,black,matte,0.0,Optical,Calvin Klein,Premium,Calvin Klein_black_45119,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73,Rectangle,Full,Plastic,0,1,0,0.0
5559,KP,CALVIN KLEIN OPTICAL,CK20531,5418011,CK20531/54/MATTE BLA,AMER,54,MATTE BLA,0.0,black,matte,0.0,Optical,Calvin Klein,Premium,Calvin Klein_black_45119,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93,Rectangle,Full,Plastic,0,1,0,0.0
5560,KP,CALVIN KLEIN OPTICAL,CK20531,5418011,CK20531/54/MATTE BLA,AMER,54,MATTE BLA,0.0,black,matte,0.0,Optical,Calvin Klein,Premium,Calvin Klein_black_45119,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67,Rectangle,Full,Plastic,0,0,1,0.0
5561,KP,CALVIN KLEIN OPTICAL,CK20531,5418011,CK20531/54/MATTE BLA,AMER,54,MATTE BLA,0.0,black,matte,0.0,Optical,Calvin Klein,Premium,Calvin Klein_black_45119,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66,Rectangle,Full,Plastic,0,0,0,0.0
5562,KP,CALVIN KLEIN OPTICAL,CK20531,5418011,CK20531/54/MATTE BLA,AMER,54,MATTE BLA,0.0,black,matte,0.0,Optical,Calvin Klein,Premium,Calvin Klein_black_45119,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62,Rectangle,Full,Plastic,0,0,0,0.0
5563,KP,CALVIN KLEIN OPTICAL,CK20531,5418011,CK20531/54/MATTE BLA,AMER,54,MATTE BLA,0.0,black,matte,0.0,Optical,Calvin Klein,Premium,Calvin Klein_black_45119,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63,Rectangle,Full,Plastic,0,0,0,1.0
5568,LA,LACOSTE OPTICAL,L2271,5418033,L2271/54/GUNMETAL,AMER,54,GUNMETAL,92.0,grey,shiny,0.0,Optical,Lacoste,Premium,Lacoste_grey_46074,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60,Rectangle,Full,Metal,0,0,0,360.0
5569,LA,LACOSTE OPTICAL,L2271,5418033,L2271/54/GUNMETAL,AMER,54,GUNMETAL,96.0,grey,shiny,0.0,Optical,Lacoste,Premium,Lacoste_grey_46074,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58,Rectangle,Full,Metal,0,0,0,342.0
5570,LA,LACOSTE OPTICAL,L2271,5418033,L2271/54/GUNMETAL,AMER,54,GUNMETAL,90.0,grey,shiny,0.0,Optical,Lacoste,Premium,Lacoste_grey_46074,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73,Rectangle,Full,Metal,0,1,0,344.0
5571,LA,LACOSTE OPTICAL,L2271,5418033,L2271/54/GUNMETAL,AMER,54,GUNMETAL,91.0,grey,shiny,0.0,Optical,Lacoste,Premium,Lacoste_grey_46074,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93,Rectangle,Full,Metal,0,1,0,337.0
5572,LA,LACOSTE OPTICAL,L2271,5418033,L2271/54/GUNMETAL,AMER,54,GUNMETAL,83.0,grey,shiny,0.0,Optical,Lacoste,Premium,Lacoste_grey_46074,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67,Rectangle,Full,Metal,0,0,1,361.0
5573,LA,LACOSTE OPTICAL,L2271,5418033,L2271/54/GUNMETAL,AMER,54,GUNMETAL,78.0,grey,shiny,0.0,Optical,Lacoste,Premium,Lacoste_grey_46074,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66,Rectangle,Full,Metal,0,0,0,355.0
5574,LA,LACOSTE OPTICAL,L2271,5418033,L2271/54/GUNMETAL,AMER,54,GUNMETAL,92.0,grey,shiny,0.0,Optical,Lacoste,Premium,Lacoste_grey_46074,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62,Rectangle,Full,Metal,0,0,0,309.0
5575,LA,LACOSTE OPTICAL,L2271,5418033,L2271/54/GUNMETAL,AMER,54,GUNMETAL,84.0,grey,shiny,0.0,Optical,Lacoste,Premium,Lacoste_grey_46074,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63,Rectangle,Full,Metal,0,0,0,273.0
5580,KO,NIKE OPTICAL,NIKE 4307,5418212,NIKE 4307/54/SATIN W,AMER,54,SATIN W,80.0,white,satin,0.0,Optical,Nike,Sport,Nike_white_43418,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60,Rectangle,Full,Metal,0,0,0,369.0
5581,KO,NIKE OPTICAL,NIKE 4307,5418212,NIKE 4307/54/SATIN W,AMER,54,SATIN W,91.0,white,satin,0.0,Optical,Nike,Sport,Nike_white_43418,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58,Rectangle,Full,Metal,0,0,0,397.0
5582,KO,NIKE OPTICAL,NIKE 4307,5418212,NIKE 4307/54/SATIN W,AMER,54,SATIN W,97.0,white,satin,0.0,Optical,Nike,Sport,Nike_white_43418,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73,Rectangle,Full,Metal,0,1,0,406.0
5583,KO,NIKE OPTICAL,NIKE 4307,5418212,NIKE 4307/54/SATIN W,AMER,54,SATIN W,82.0,white,satin,0.0,Optical,Nike,Sport,Nike_white_43418,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93,Rectangle,Full,Metal,0,1,0,467.0
5584,KO,NIKE OPTICAL,NIKE 4307,5418212,NIKE 4307/54/SATIN W,AMER,54,SATIN W,99.0,white,satin,0.0,Optical,Nike,Sport,Nike_white_43418,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67,Rectangle,Full,Metal,0,0,1,485.0
5585,KO,NIKE OPTICAL,NIKE 4307,5418212,NIKE 4307/54/SATIN W,AMER,54,SATIN W,119.0,white,satin,0.0,Optical,Nike,Sport,Nike_white_43418,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66,Rectangle,Full,Metal,0,0,0,454.0
5586,KO,NIKE OPTICAL,NIKE 4307,5418212,NIKE 4307/54/SATIN W,AMER,54,SATIN W,106.0,white,satin,0.0,Optical,Nike,Sport,Nike_white_43418,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62,Rectangle,Full,Metal,0,0,0,442.0
5587,KO,NIKE OPTICAL,NIKE 4307,5418212,NIKE 4307/54/SATIN W,AMER,54,SATIN W,143.0,white,satin,0.0,Optical,Nike,Sport,Nike_white_43418,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63,Rectangle,Full,Metal,0,0,0,400.0
5592,LA,LACOSTE OPTICAL,L2947,5418275,L2947/54/TRANSPARENT,AMER,54,TRANSPARENT,0.0,crystal,shiny,0.0,Optical,Lacoste,Premium,Lacoste_crystal_L2947,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60,Rectangle,Full,Plastic,0,0,0,81.0
5593,LA,LACOSTE OPTICAL,L2947,5418275,L2947/54/TRANSPARENT,AMER,54,TRANSPARENT,0.0,crystal,shiny,0.0,Optical,Lacoste,Premium,Lacoste_crystal_L2947,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58,Rectangle,Full,Plastic,0,0,0,108.0
5594,LA,LACOSTE OPTICAL,L2947,5418275,L2947/54/TRANSPARENT,AMER,54,TRANSPARENT,0.0,crystal,shiny,0.0,Optical,Lacoste,Premium,Lacoste_crystal_L2947,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73,Rectangle,Full,Plastic,0,1,0,123.0
5595,LA,LACOSTE OPTICAL,L2947,5418275,L2947/54/TRANSPARENT,AMER,54,TRANSPARENT,5.0,crystal,shiny,0.0,Optical,Lacoste,Premium,Lacoste_crystal_L2947,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93,Rectangle,Full,Plastic,0,1,0,145.0
5596,LA,LACOSTE OPTICAL,L2947,5418275,L2947/54/TRANSPARENT,AMER,54,TRANSPARENT,76.0,crystal,shiny,0.0,Optical,Lacoste,Premium,Lacoste_crystal_L2947,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67,Rectangle,Full,Plastic,0,0,1,84.0
5597,LA,LACOSTE OPTICAL,L2947,5418275,L2947/54/TRANSPARENT,AMER,54,TRANSPARENT,27.0,crystal,shiny,0.0,Optical,Lacoste,Premium,Lacoste_crystal_L2947,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66,Rectangle,Full,Plastic,0,0,0,69.0
5598,LA,LACOSTE OPTICAL,L2947,5418275,L2947/54/TRANSPARENT,AMER,54,TRANSPARENT,15.0,crystal,shiny,0.0,Optical,Lacoste,Premium,Lacoste_crystal_L2947,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62,Rectangle,Full,Plastic,0,0,0,67.0
5599,LA,LACOSTE OPTICAL,L2947,5418275,L2947/54/TRANSPARENT,AMER,54,TRANSPARENT,27.0,crystal,shiny,0.0,Optical,Lacoste,Premium,Lacoste_crystal_L2947,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63,Rectangle,Full,Plastic,0,0,0,46.0
5604,LS,LACOSTE SUNS,L6032S,5418301,L6032S/54/MATTE GREE,AMER,54,MATTE GREE,0.0,grey,matte,0.0,Sun,Lacoste,Premium,Lacoste_grey_L6032S,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60,Rectangle,Full,Plastic,0,0,0,9.0
5605,LS,LACOSTE SUNS,L6032S,5418301,L6032S/54/MATTE GREE,AMER,54,MATTE GREE,0.0,grey,matte,0.0,Sun,Lacoste,Premium,Lacoste_grey_L6032S,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58,Rectangle,Full,Plastic,0,0,0,24.0
5606,LS,LACOSTE SUNS,L6032S,5418301,L6032S/54/MATTE GREE,AMER,54,MATTE GREE,0.0,grey,matte,0.0,Sun,Lacoste,Premium,Lacoste_grey_L6032S,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73,Rectangle,Full,Plastic,0,1,0,36.0
5607,LS,LACOSTE SUNS,L6032S,5418301,L6032S/54/MATTE GREE,AMER,54,MATTE GREE,0.0,grey,matte,0.0,Sun,Lacoste,Premium,Lacoste_grey_L6032S,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93,Rectangle,Full,Plastic,0,1,0,42.0
5608,LS,LACOSTE SUNS,L6032S,5418301,L6032S/54/MATTE GREE,AMER,54,MATTE GREE,9.0,grey,matte,0.0,Sun,Lacoste,Premium,Lacoste_grey_L6032S,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67,Rectangle,Full,Plastic,0,0,1,38.0
5609,LS,LACOSTE SUNS,L6032S,5418301,L6032S/54/MATTE GREE,AMER,54,MATTE GREE,15.0,grey,matte,0.0,Sun,Lacoste,Premium,Lacoste_grey_L6032S,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66,Rectangle,Full,Plastic,0,0,0,25.0
5610,LS,LACOSTE SUNS,L6032S,5418301,L6032S/54/MATTE GREE,AMER,54,MATTE GREE,12.0,grey,matte,0.0,Sun,Lacoste,Premium,Lacoste_grey_L6032S,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62,Rectangle,Full,Plastic,0,0,0,22.0
5611,LS,LACOSTE SUNS,L6032S,5418301,L6032S/54/MATTE GREE,AMER,54,MATTE GREE,6.0,grey,matte,0.0,Sun,Lacoste,Premium,Lacoste_grey_L6032S,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63,Rectangle,Full,Plastic,0,0,0,25.0
5616,KS,NIKE SUN,NIKE CRESCENT I EV24,5418390,NIKE CRESCENT I EV24,AMER,Unknown,,0.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKEV24017,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60,Rectangle,Full,Plastic,0,0,0,1.0
5617,KS,NIKE SUN,NIKE CRESCENT I EV24,5418390,NIKE CRESCENT I EV24,AMER,Unknown,,0.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKEV24017,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58,Rectangle,Full,Plastic,0,0,0,3.0
5618,KS,NIKE SUN,NIKE CRESCENT I EV24,5418390,NIKE CRESCENT I EV24,AMER,Unknown,,0.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKEV24017,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73,Rectangle,Full,Plastic,0,1,0,83.0
5619,KS,NIKE SUN,NIKE CRESCENT I EV24,5418390,NIKE CRESCENT I EV24,AMER,Unknown,,0.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKEV24017,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93,Rectangle,Full,Plastic,0,1,0,179.0
5620,KS,NIKE SUN,NIKE CRESCENT I EV24,5418390,NIKE CRESCENT I EV24,AMER,Unknown,,1.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKEV24017,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67,Rectangle,Full,Plastic,0,0,1,210.0
5621,KS,NIKE SUN,NIKE CRESCENT I EV24,5418390,NIKE CRESCENT I EV24,AMER,Unknown,,2.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKEV24017,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66,Rectangle,Full,Plastic,0,0,0,256.0
5622,KS,NIKE SUN,NIKE CRESCENT I EV24,5418390,NIKE CRESCENT I EV24,AMER,Unknown,,80.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKEV24017,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62,Rectangle,Full,Plastic,0,0,0,213.0
5623,KS,NIKE SUN,NIKE CRESCENT I EV24,5418390,NIKE CRESCENT I EV24,AMER,Unknown,,96.0,Unknown,Unknown,0.0,Sun,Nike,Sport,Nike_Unknown_NKEV24017,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63,Rectangle,Full,Plastic,0,0,0,167.0
5628,KP,CALVIN KLEIN OPTICAL,CK19573,5418405,CK19573/54/CRYSTAL B,AMER,54,CRYSTAL B,31.0,crystal,shiny,0.0,Optical,Calvin Klein,Premium,Calvin Klein_crystal_43177,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60,Rectangle,Full,Plastic,0,0,0,134.0
5629,KP,CALVIN KLEIN OPTICAL,CK19573,5418405,CK19573/54/CRYSTAL B,AMER,54,CRYSTAL B,36.0,crystal,shiny,0.0,Optical,Calvin Klein,Premium,Calvin Klein_crystal_43177,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58,Rectangle,Full,Plastic,0,0,0,109.0
5630,KP,CALVIN KLEIN OPTICAL,CK19573,5418405,CK19573/54/CRYSTAL B,AMER,54,CRYSTAL B,36.0,crystal,shiny,0.0,Optical,Calvin Klein,Premium,Calvin Klein_crystal_43177,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73,Rectangle,Full,Plastic,0,1,0,84.0
5631,KP,CALVIN KLEIN OPTICAL,CK19573,5418405,CK19573/54/CRYSTAL B,AMER,54,CRYSTAL B,48.0,crystal,shiny,0.0,Optical,Calvin Klein,Premium,Calvin Klein_crystal_43177,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93,Rectangle,Full,Plastic,0,1,0,58.0
5632,KP,CALVIN KLEIN OPTICAL,CK19573,5418405,CK19573/54/CRYSTAL B,AMER,54,CRYSTAL B,14.0,crystal,shiny,0.0,Optical,Calvin Klein,Premium,Calvin Klein_crystal_43177,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67,Rectangle,Full,Plastic,0,0,1,77.0
5633,KP,CALVIN KLEIN OPTICAL,CK19573,5418405,CK19573/54/CRYSTAL B,AMER,54,CRYSTAL B,11.0,crystal,shiny,0.0,Optical,Calvin Klein,Premium,Calvin Klein_crystal_43177,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66,Rectangle,Full,Plastic,0,0,0,86.0
5634,KP,CALVIN KLEIN OPTICAL,CK19573,5418405,CK19573/54/CRYSTAL B,AMER,54,CRYSTAL B,11.0,crystal,shiny,0.0,Optical,Calvin Klein,Premium,Calvin Klein_crystal_43177,2024-03-01,54,25,47.0,18.0,85.19%,24.00%,0,63,27,35,30,62,Rectangle,Full,Plastic,0,0,0,115.0
5635,KP,CALVIN KLEIN OPTICAL,CK19573,5418405,CK19573/54/CRYSTAL B,AMER,54,CRYSTAL B,22.0,crystal,shiny,0.0,Optical,Calvin Klein,Premium,Calvin Klein_crystal_43177,2024-04-01,100,31,50.0,20.0,-55.00%,-3.23%,0,63,22,35,81,63,Rectangle,Full,Plastic,0,0,0,133.0
5640,KO,NIKE OPTICAL,NIKE 4307,5418408,NIKE 4307/54/SATIN N,AMER,54,SATIN N,118.0,blue,satin,0.0,Optical,Nike,Sport,Nike_blue_43418,2023-09-01,40,24,41.0,31.0,20.00%,-20.83%,0,65,19,35,78,60,Rectangle,Full,Metal,0,0,0,566.0
5641,KO,NIKE OPTICAL,NIKE 4307,5418408,NIKE 4307/54/SATIN N,AMER,54,SATIN N,138.0,blue,satin,0.0,Optical,Nike,Sport,Nike_blue_43418,2023-10-01,48,19,40.0,27.0,-10.42%,0.00%,12,70,24,37,63,58,Rectangle,Full,Metal,0,0,0,607.0
5642,KO,NIKE OPTICAL,NIKE 4307,5418408,NIKE 4307/54/SATIN N,AMER,54,SATIN N,133.0,blue,satin,0.0,Optical,Nike,Sport,Nike_blue_43418,2023-11-01,43,19,42.0,23.0,6.98%,0.00%,17,60,41,33,63,73,Rectangle,Full,Metal,0,1,0,655.0
5643,KO,NIKE OPTICAL,NIKE 4307,5418408,NIKE 4307/54/SATIN N,AMER,54,SATIN N,157.0,blue,satin,0.0,Optical,Nike,Sport,Nike_blue_43418,2023-12-01,46,19,44.0,21.0,2.17%,-15.79%,14,90,57,32,78,93,Rectangle,Full,Metal,0,1,0,660.0
5644,KO,NIKE OPTICAL,NIKE 4307,5418408,NIKE 4307/54/SATIN N,AMER,54,SATIN N,138.0,blue,satin,0.0,Optical,Nike,Sport,Nike_blue_43418,2024-01-01,47,16,46.0,19.0,2.13%,18.75%,20,75,35,39,67,67,Rectangle,Full,Metal,0,0,1,667.0
5645,KO,NIKE OPTICAL,NIKE 4307,5418408,NIKE 4307/54/SATIN N,AMER,54,SATIN N,179.0,blue,satin,0.0,Optical,Nike,Sport,Nike_blue_43418,2024-02-01,48,19,45.0,18.0,12.50%,31.58%,0,80,28,40,85,66,Rectangle,Full,Metal,0,0,0,627.0
